model_name,tag,split,device,commit,attack,eps,eps255,defense,params,acc_clean,clean_def_acc,clean_penalty,acc_adv,acc_def,drop,recovery,time_ms_per_img,iters,step255,restarts,subset_n,query_budget,queries_per_img,median_l2,mean_l2,notes,run_id
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.015686,4,none,{},0.7827,0.7827,0.0,0.6482,0.6482,0.13449999999999995,0.0,0.29938840420072665,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642174-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.031373,8,none,{},0.7827,0.7827,0.0,0.4736,0.4736,0.30909999999999993,0.0,0.29106525000097466,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642174-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.047059,12,none,{},0.7827,0.7827,0.0,0.3063,0.3063,0.47639999999999993,0.0,0.30037622920062856,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642174-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.015686,4,none,{},0.7827,0.7827,0.0,0.6482,0.6482,0.13449999999999995,0.0,0.22779252080072182,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642201-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.015686,4,opening,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.7123,-0.07039999999999991,0.6482,0.6093,0.13449999999999995,-0.28921933085501905,0.23175186250009575,20,2.0,1,,,,,,loaded,1766642201-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.031373,8,none,{},0.7827,0.7827,0.0,0.4736,0.4736,0.30909999999999993,0.0,0.23040145840059267,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642201-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.031373,8,opening,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.7123,-0.07039999999999991,0.4736,0.4882,0.30909999999999993,0.04723390488515045,0.23422151249978926,20,2.0,1,,,,,,loaded,1766642201-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.047059,12,none,{},0.7827,0.7827,0.0,0.3063,0.3063,0.47639999999999993,0.0,0.28557484579941955,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642201-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.047059,12,opening,"{""k"": 3, ""sigma"": null, ""mode"": null}",0.7827,0.7123,-0.07039999999999991,0.3063,0.3684,0.47639999999999993,0.13035264483627204,0.28835030000045664,20,2.0,1,,,,,,loaded,1766642201-34ede61
ResNet18_PGDAT,at,test,mps,34ede61a8543d2ad0fcff3f35a54ea7b4768e37d,pgd20,0.015686,4,none,{},0.7827,0.7827,0.0,0.6482,0.6482,0.13449999999999995,0.0,0.2783046125012334,20,2.0,1,,,,,,loaded; baseline-no-defense,1766642241-34ede61
